id,displyname,date,pagecount,consultant,authortype,authorDescription,stretergy,notes
828733,Virginia Retirement System,2023-09-21T16:00:00,20,,Institutional Investor,Virginia Retirement System (Institutional Investor),Real Assets,"Chief Investment Officer Report Market Review -- September 2023 -- Asset Allocation Report ending June 30, 2023 (pg 7) -- Daily Asset Allocation Report on September 07, 2023 (pg 8) -- Recap of New Investments/Terminations in the Time Period: 6/16/2023 – 9/21/2023 (pgs 11-12) -- logged as overall portfolio review, investment recommendation for respective asset classes, and evaluation of manager for Schroders and Advent Capital Management"
828732,Virginia Retirement System,2023-09-21T16:00:00,20,,Institutional Investor,Virginia Retirement System (Institutional Investor),Multiple Asset Classes,"Chief Investment Officer Report Market Review -- September 2023 -- Asset Allocation Report ending June 30, 2023 (pg 7) -- Daily Asset Allocation Report on September 07, 2023 (pg 8) -- Recap of New Investments/Terminations in the Time Period: 6/16/2023 – 9/21/2023 (pgs 11-12) -- logged as overall portfolio review, investment recommendation for respective asset classes, and evaluation of manager for Schroders and Advent Capital Management"
828728,Virginia Retirement System,2023-09-21T16:00:00,23,CEM Benchmarking,Consultant,CEM Benchmarking (Consultant),Multiple Asset Classes,CEM Pension Admin Report – FY 2022
828727,Virginia Retirement System,2023-09-21T16:00:00,22,,Institutional Investor,Virginia Retirement System (Institutional Investor),Multiple Asset Classes,"Compensation Study -- Administration Pay Plan -- Effective December 10, 2023 -- Redline version start page 12"
828726,Virginia Retirement System,2023-09-21T16:00:00,24,,Institutional Investor,Virginia Retirement System (Institutional Investor),Multiple Asset Classes,"Compensation Study -- Investment Operations and Administration Staff Pay Plan -- Effective December 10, 2023 -- Redline version start page 12"
828724,Virginia Retirement System,2023-09-21T16:00:00,32,,Institutional Investor,Virginia Retirement System (Institutional Investor),Multiple Asset Classes,"Compensation Study - Investment Professionals' Pay Plan -- Effective December 10, 2023 -- Redline version start page 17"
828535,Los Angeles Fire and Police,2023-09-21T16:00:00,38,,Manager,"AEW Capital Management, L.P. (Manager)",Real Assets: Real Estate,
828530,Los Angeles Fire and Police,2023-09-21T16:00:00,30,Townsend Group (acquired by Aon),Consultant,Townsend Group (acquired by Aon) (Consultant),Real Assets: Real Estate,"Real Estate Annual Investment Plan -- LAFPP Annual Investment Plan 2024 Executive Summary (pg 3) -- Target up to $65 million to Core Portfolio and up to $225 million to Non-Core Portfolio (pg 3) -- Core Portfolio: Commit capital to existing specialist core funds and consider investments in new core and/or core plus funds to rebalance the portfolio and adjust for return and risk purposes; Non-Core Portfolio: Selectively invest capital to three – four new investments at an average amount of $50-75 million per fund; continue vintage year diversification; Continue to build relationships with top performing managers  (pg 3) -- Recent Commitments on page 9 -- logged as a program review, investment recommendation, and strategic plan for real estate"
828529,Los Angeles Fire and Police,2023-09-21T16:00:00,30,Townsend Group (acquired by Aon),Consultant,Townsend Group (acquired by Aon) (Consultant),Real Assets: Real Estate,"Real Estate Annual Investment Plan -- LAFPP Annual Investment Plan 2024 Executive Summary (pg 3) -- Target up to $65 million to Core Portfolio and up to $225 million to Non-Core Portfolio (pg 3) -- Core Portfolio: Commit capital to existing specialist core funds and consider investments in new core and/or core plus funds to rebalance the portfolio and adjust for return and risk purposes; Non-Core Portfolio: Selectively invest capital to three – four new investments at an average amount of $50-75 million per fund; continue vintage year diversification; Continue to build relationships with top performing managers  (pg 3) -- Recent Commitments on page 9 -- logged as a program review, investment recommendation, and strategic plan for real estate"
828528,Los Angeles Fire and Police,2023-09-21T16:00:00,30,Townsend Group (acquired by Aon),Consultant,Townsend Group (acquired by Aon) (Consultant),Real Assets: Real Estate,"Real Estate Annual Investment Plan -- LAFPP Annual Investment Plan 2024 Executive Summary (pg 3) -- Target up to $65 million to Core Portfolio and up to $225 million to Non-Core Portfolio (pg 3) -- Core Portfolio: Commit capital to existing specialist core funds and consider investments in new core and/or core plus funds to rebalance the portfolio and adjust for return and risk purposes; Non-Core Portfolio: Selectively invest capital to three – four new investments at an average amount of $50-75 million per fund; continue vintage year diversification; Continue to build relationships with top performing managers  (pg 3) -- Recent Commitments on page 9 -- logged as a program review, investment recommendation, and strategic plan for real estate"
828519,Los Angeles Fire and Police,2023-09-21T16:00:00,36,Townsend Group (acquired by Aon),Consultant,Townsend Group (acquired by Aon) (Consultant),Real Assets: Real Estate,Real Estate View of the World 2023
828518,Los Angeles Fire and Police,2023-09-21T16:00:00,7,,Institutional Investor,Los Angeles Fire and Police (Institutional Investor),Real Assets: Real Estate Debt,"August 2023 Monthly Report and Update -- Recommended $60 million commitment to Oaktree Real Estate Opportunities Fund IX, L.P. (pg 1) -- logged as an investment recommendation and portfolio review"
828516,Los Angeles Fire and Police,2023-09-21T16:00:00,7,,Institutional Investor,Los Angeles Fire and Police (Institutional Investor),Multiple Asset Classes,"August 2023 Monthly Report and Update -- Recommended $60 million commitment to Oaktree Real Estate Opportunities Fund IX, L.P. (pg 1) -- logged as an investment recommendation and portfolio review"
828515,Virginia Retirement System,2023-09-21T16:00:00,46,GRS Consulting,Consultant/Institutional Investor,GRS Consulting (Consultant)/Virginia Retirement System (Institutional Investor),Multiple Asset Classes,Brown Bag Session: Actuarial Principles & Key Board Considerations
828514,Virginia Retirement System,2023-09-21T16:00:00,6,,Institutional Investor,Virginia Retirement System (Institutional Investor),Multiple Asset Classes,Cash Management and Rebalance Review
828510,East Bay MUD,2023-09-21T16:00:00,1,,Institutional Investor,East Bay MUD (Institutional Investor),Multiple Asset Classes,Announcement of 2024 Retirement Board Meeting Calendar
828503,East Bay MUD,2023-09-21T16:00:00,2,,Institutional Investor,East Bay MUD (Institutional Investor),Multiple Asset Classes,"Retirement System Actuarial Services Search Timeline -- RFP to be issued January 8, 2024 -- Proposals Due February 5, 2024 "
828502,East Bay MUD,2023-09-21T16:00:00,37,CEM Benchmarking,Consultant,CEM Benchmarking (Consultant),Multiple Asset Classes,2022 Investment Benchmarking Analysis for East Bay Municipal Utility District
828501,East Bay MUD,2023-09-21T16:00:00,3,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Private Debt,Private Credit Research Follow Up -- Questions and Answers
828500,East Bay MUD,2023-09-21T16:00:00,1,,Institutional Investor,East Bay MUD (Institutional Investor),Multiple Asset Classes,Investment Transactions by Retirement Fund Managers - June 2023
828499,East Bay MUD,2023-09-21T16:00:00,23,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Multiple Asset Classes,Investment Concepts 101: Asset Allocation
828498,East Bay MUD,2023-09-21T16:00:00,86,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Multiple Asset Classes,Q2 2023 Performance Report
828106,San Diego County ERA,2023-09-21T16:00:00,124,Aon,Consultant,Aon (Consultant),Multiple Asset Classes,Quarterly Investment Review -- Second Quarter 2023
828105,San Diego County ERA,2023-09-21T16:00:00,22,Aon,Consultant,Aon (Consultant),Multiple Asset Classes,2Q 2023 Executive Summary Presentation
828104,San Diego County ERA,2023-09-21T16:00:00,3,,Institutional Investor,San Diego County ERA (Institutional Investor),Real Assets: Real Estate Value Add,"Chief Investment Officer's Report -- Update on the SDCERA Building: ""The SDCERA Building serves as SDCERA’s headquarters. Office space is also leased to four other tenants. The SDCERA Building is an investment in SDCERA’s Trust Fund investment portfolio, sitting within the real estate asset class... The combination of post-COVID tenant losses and needed building improvements has changed the investment status of the building from a fully-leased Core property to a Value-Add property. Additionally, SDCERA’s now reduced need for office space allows for changes to make the entire building more leasable. Given this, the investment Staff has determined that it is appropriate to transition the management of the building from DWS, one of SDCERA’s Core real estate managers, to Ascentris, SDCERA’s Value-Add real estate manager"" (pg 1-2) -- logged as portfolio review and investment recommendation"
828102,San Diego County ERA,2023-09-21T16:00:00,3,,Institutional Investor,San Diego County ERA (Institutional Investor),Multiple Asset Classes,"Chief Investment Officer's Report -- Update on the SDCERA Building: ""The SDCERA Building serves as SDCERA’s headquarters. Office space is also leased to four other tenants. The SDCERA Building is an investment in SDCERA’s Trust Fund investment portfolio, sitting within the real estate asset class... The combination of post-COVID tenant losses and needed building improvements has changed the investment status of the building from a fully-leased Core property to a Value-Add property. Additionally, SDCERA’s now reduced need for office space allows for changes to make the entire building more leasable. Given this, the investment Staff has determined that it is appropriate to transition the management of the building from DWS, one of SDCERA’s Core real estate managers, to Ascentris, SDCERA’s Value-Add real estate manager"" (pg 1-2) -- logged as portfolio review and investment recommendation"
828100,San Diego County ERA,2023-09-21T16:00:00,1,,Institutional Investor,San Diego County ERA (Institutional Investor),Multiple Asset Classes,Regular Board Meeting Dates for Calendar Year 2024
828099,San Diego County ERA,2023-09-21T16:00:00,1,Aon,Institutional Investor,San Diego County ERA (Institutional Investor),Real Assets,Recommendation to Extend Aon Investments USA Contract for Real Estate Consulting for 120 Days
828098,San Diego County ERA,2023-09-21T16:00:00,2,,Institutional Investor,San Diego County ERA (Institutional Investor),Multiple Asset Classes,"Trust Fund Quarterly Liquidity Profile as of June 30, 2023"
828096,San Diego County ERA,2023-09-21T16:00:00,4,,Institutional Investor,San Diego County ERA (Institutional Investor),Multiple Asset Classes,Trust Fund Investment Management Estimated Fees -- Fiscal Year 2023
828059,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,18,,Institutional Investor,San Jose Federated City Employees' Retirement System (Institutional Investor),Multiple Asset Classes,Federated Annual Fee Report - 2022
828058,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,6,,Institutional Investor,San Jose Federated City Employees' Retirement System (Institutional Investor),Multiple Asset Classes,Investment Fee Analysis
827984,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,1,,Institutional Investor,San Jose Federated City Employees' Retirement System (Institutional Investor),Multiple Asset Classes,CALAPRS 2023 Program Calendar 
827983,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,14,,Manager,Neuberger Berman Group LLC (Manager),Multiple Asset Classes,"Quarterly Report -- data as of March 31, 2023"
827982,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,55,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Private Equity: Venture Capital,"Private Markets Program -- First Quarter 2023 (data as of March 31, 2023) -- Real Assets Commitments: LimeRock Partners IX ($5M), Paine Schwartz VI ($5M) -- Venture capital Commitments: Crosslink X ($3.5M) -- Market & Industry Analysis on pages 24 to 51 -- logged as program review, research, and investment recommendation accordingly "
827981,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,55,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Private Equity: Venture Capital Early,"Private Markets Program -- First Quarter 2023 (data as of March 31, 2023) -- Real Assets Commitments: LimeRock Partners IX ($5M), Paine Schwartz VI ($5M) -- Venture capital Commitments: Crosslink X ($3.5M) -- Market & Industry Analysis on pages 24 to 51 -- logged as program review, research, and investment recommendation accordingly "
827980,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,55,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Private Equity: Buyout,"Private Markets Program -- First Quarter 2023 (data as of March 31, 2023) -- Real Assets Commitments: LimeRock Partners IX ($5M), Paine Schwartz VI ($5M) -- Venture capital Commitments: Crosslink X ($3.5M) -- Market & Industry Analysis on pages 24 to 51 -- logged as program review, research, and investment recommendation accordingly "
827979,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,55,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Private Equity: Growth Equity Growth Equity Energy & Natural Resources,"Private Markets Program -- First Quarter 2023 (data as of March 31, 2023) -- Real Assets Commitments: LimeRock Partners IX ($5M), Paine Schwartz VI ($5M) -- Venture capital Commitments: Crosslink X ($3.5M) -- Market & Industry Analysis on pages 24 to 51 -- logged as program review, research, and investment recommendation accordingly "
827978,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,55,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Multiple Asset Classes,"Private Markets Program -- First Quarter 2023 (data as of March 31, 2023) -- Real Assets Commitments: LimeRock Partners IX ($5M), Paine Schwartz VI ($5M) -- Venture capital Commitments: Crosslink X ($3.5M) -- Market & Industry Analysis on pages 24 to 51 -- logged as program review, research, and investment recommendation accordingly "
827977,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,55,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Real Assets,"Private Markets Program -- First Quarter 2023 (data as of March 31, 2023) -- Real Assets Commitments: LimeRock Partners IX ($5M), Paine Schwartz VI ($5M) -- Venture capital Commitments: Crosslink X ($3.5M) -- Market & Industry Analysis on pages 24 to 51 -- logged as program review, research, and investment recommendation accordingly "
827976,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,55,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Real Assets: Real Estate,"Private Markets Program -- First Quarter 2023 (data as of March 31, 2023) -- Real Assets Commitments: LimeRock Partners IX ($5M), Paine Schwartz VI ($5M) -- Venture capital Commitments: Crosslink X ($3.5M) -- Market & Industry Analysis on pages 24 to 51 -- logged as program review, research, and investment recommendation accordingly "
827975,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,55,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Private Equity,"Private Markets Program -- First Quarter 2023 (data as of March 31, 2023) -- Real Assets Commitments: LimeRock Partners IX ($5M), Paine Schwartz VI ($5M) -- Venture capital Commitments: Crosslink X ($3.5M) -- Market & Industry Analysis on pages 24 to 51 -- logged as program review, research, and investment recommendation accordingly "
827974,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,55,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Private Debt,"Private Markets Program -- First Quarter 2023 (data as of March 31, 2023) -- Real Assets Commitments: LimeRock Partners IX ($5M), Paine Schwartz VI ($5M) -- Venture capital Commitments: Crosslink X ($3.5M) -- Market & Industry Analysis on pages 24 to 51 -- logged as program review, research, and investment recommendation accordingly "
827973,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,55,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Hedge Funds/Multi Asset,"Private Markets Program -- First Quarter 2023 (data as of March 31, 2023) -- Real Assets Commitments: LimeRock Partners IX ($5M), Paine Schwartz VI ($5M) -- Venture capital Commitments: Crosslink X ($3.5M) -- Market & Industry Analysis on pages 24 to 51 -- logged as program review, research, and investment recommendation accordingly "
827972,San Jose Federated Health Care Trust,2023-09-21T16:00:00,2,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Equity: Global All Cap Growth,"Second Quarter Manager Summary -- Artisan Global Opportunities: ""Over the three-year period, Artisan (+5.0%) has underperformed the MSCI ACWI Growth NR by 460 basis points.  Since inception in July 2020, Artisan has ranked in the 88th percentile compared to peers"" (pg 2)"
827971,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,3,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Equity: EAFE Small Cap Growth,"Second Quarter Manager Summary -- Explanation on page 3 -- Artisan Global Opportunities: ""Over the three-year period, Artisan (+5.2%) has underperformed the MSCI ACWI Growth NR by 440 basis points. Since inception in July 2017, Artisan has underperformed the benchmark by 130 basis points per year, on average, and ranked in the 25th percentile compared to peers"" -- Oberweis International Opps: ""Over the three-year period, Oberweis (+0.6%) has underperformed the MSCI World ex USA Small Cap Growth  NR by 230 basis points. Since inception in November 2015, Oberweis has outperformed the benchmark by 50 basis points per year, on average, and ranked in the 48th percentile compared to peers"" -- logged as evaluation of manager accordingly"
827970,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,3,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Equity: Global All Cap Growth,"Second Quarter Manager Summary -- Explanation on page 3 -- Artisan Global Opportunities: ""Over the three-year period, Artisan (+5.2%) has underperformed the MSCI ACWI Growth NR by 440 basis points. Since inception in July 2017, Artisan has underperformed the benchmark by 130 basis points per year, on average, and ranked in the 25th percentile compared to peers"" -- Oberweis International Opps: ""Over the three-year period, Oberweis (+0.6%) has underperformed the MSCI World ex USA Small Cap Growth  NR by 230 basis points. Since inception in November 2015, Oberweis has outperformed the benchmark by 50 basis points per year, on average, and ranked in the 48th percentile compared to peers"" -- logged as evaluation of manager accordingly"
827966,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,75,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Multiple Asset Classes,"Quarterly Review -- As of June 30, 2023 "
827965,San Jose Federated Health Care Trust,2023-09-21T16:00:00,46,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Multiple Asset Classes,"Quarterly Review -- As of June 30, 2023 "
827964,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,29,,Institutional Investor,San Jose Federated City Employees' Retirement System (Institutional Investor),Multiple Asset Classes,"Investment Policy Statement -- Updated: IPS – September 21, 2023 (pending); Asset Allocation – May 18, 2023"
827963,San Jose Federated City Employees' Retirement System,2023-09-21T16:00:00,34,,Institutional Investor,San Jose Federated City Employees' Retirement System (Institutional Investor),Multiple Asset Classes,Redline Investment Policy Statement (pgs 1-32) -- Resolution (pgs 33-34)
827846,Waltham Forest,2023-09-21T16:00:00,2,John Raisin,Institutional Investor,Waltham Forest (Institutional Investor),Multiple Asset Classes,Pension Fund Independent Advisor Contract Extension
827843,Waltham Forest,2023-09-21T16:00:00,4,,Institutional Investor,Waltham Forest (Institutional Investor),Multiple Asset Classes,"Pension Fund Performance and Investment Strategy Transition -- Dat as of June 30, 2023 "
827830,Brunel Pool,2023-09-21T16:00:00,10,,LGPS Pool,LGPS Pool,Multiple Asset Classes,Brunel Pension Partnership -- Q3 2023 Update -- presented to Cornwall -- logged for both investors
827829,Cornwall,2023-09-21T16:00:00,10,,LGPS Pool,LGPS Pool,Multiple Asset Classes,Brunel Pension Partnership -- Q3 2023 Update -- presented to Cornwall -- logged for both investors
827828,Cornwall,2023-09-21T16:00:00,14,,Institutional Investor,Cornwall (Institutional Investor),Multiple Asset Classes,Risk Register September 2023
827827,Cornwall,2023-09-21T16:00:00,11,,Institutional Investor,Cornwall (Institutional Investor),Multiple Asset Classes,Governance Update Part 1 September 2023
827826,Cornwall,2023-09-21T16:00:00,6,,Institutional Investor,Cornwall (Institutional Investor),Multiple Asset Classes,Responsible Investment Update
827825,Cornwall,2023-09-21T16:00:00,25,,Institutional Investor,Cornwall (Institutional Investor),Multiple Asset Classes,Performance Report – Part 1 30th June 2023
827797,Border to Coast Pool,2023-09-21T16:00:00,4,,Institutional Investor,Border to Coast Pool (Institutional Investor),Equity: Global,Border to Coast Global Equity Alpha Fund -- ESG Report -- Q2 2023
827796,Border to Coast Pool,2023-09-21T16:00:00,4,,Institutional Investor,Border to Coast Pool (Institutional Investor),Equity: United Kingdom,Border to Coast UK Listed Equity Fund -- ESG Report -- Q2 2023
827795,Border to Coast Pool,2023-09-21T16:00:00,4,,Institutional Investor,Border to Coast Pool (Institutional Investor),Fixed Income: United Kingdom Corporate Core/All Durations,Border to Coast Sterling Investment Grade Credit Fund -- ESG Report -- Q2 2023
827794,Lincolnshire,2023-09-21T16:00:00,10,,Institutional Investor,Lincolnshire (Institutional Investor),Multiple Asset Classes,Responsible Investment Update Report
827792,Lincolnshire,2023-09-21T16:00:00,14,,Institutional Investor,Lincolnshire (Institutional Investor),Real Assets: Real Estate,"Annual Report on the Fund's Property and Infrastructure Investments -- as of March 31, 2023 -- Future Investments (beings on page 12) -- Property -- ""The Fund making new investments in one or two more residential property funds, managed by the Fund’s current residential property managers, Hearthstone and Allianz, subject to due diligence"" -- ""The Fund will invest in the Border to Coast UK and Global Funds subject to due diligence"" -- ""the Fund will also considers exiting the abrdn European Property Growth Fund"" -- logged as a program review and evaluation of a manager for each strategy and as an overall portfolio review and strategic plan"
827791,Lincolnshire,2023-09-21T16:00:00,14,,Institutional Investor,Lincolnshire (Institutional Investor),Multiple Asset Classes,"Annual Report on the Fund's Property and Infrastructure Investments -- as of March 31, 2023 -- Future Investments (beings on page 12) -- Property -- ""The Fund making new investments in one or two more residential property funds, managed by the Fund’s current residential property managers, Hearthstone and Allianz, subject to due diligence"" -- ""The Fund will invest in the Border to Coast UK and Global Funds subject to due diligence"" -- ""the Fund will also considers exiting the abrdn European Property Growth Fund"" -- logged as a program review and evaluation of a manager for each strategy and as an overall portfolio review and strategic plan"
827790,Lincolnshire,2023-09-21T16:00:00,14,,Institutional Investor,Lincolnshire (Institutional Investor),Multiple Asset Classes,"Annual Report on the Fund's Property and Infrastructure Investments -- as of March 31, 2023 -- Future Investments (beings on page 12) -- Property -- ""The Fund making new investments in one or two more residential property funds, managed by the Fund’s current residential property managers, Hearthstone and Allianz, subject to due diligence"" -- ""The Fund will invest in the Border to Coast UK and Global Funds subject to due diligence"" -- ""the Fund will also considers exiting the abrdn European Property Growth Fund"" -- logged as a program review and evaluation of a manager for each strategy and as an overall portfolio review and strategic plan"
827789,Lincolnshire,2023-09-21T16:00:00,14,,Institutional Investor,Lincolnshire (Institutional Investor),Real Assets: Infrastructure,"Annual Report on the Fund's Property and Infrastructure Investments -- as of March 31, 2023 -- Future Investments (beings on page 12) -- Property -- ""The Fund making new investments in one or two more residential property funds, managed by the Fund’s current residential property managers, Hearthstone and Allianz, subject to due diligence"" -- ""The Fund will invest in the Border to Coast UK and Global Funds subject to due diligence"" -- ""the Fund will also considers exiting the abrdn European Property Growth Fund"" -- logged as a program review and evaluation of a manager for each strategy and as an overall portfolio review and strategic plan"
827788,Lincolnshire,2023-09-21T16:00:00,14,,Institutional Investor,Lincolnshire (Institutional Investor),Real Assets: Real Estate,"Annual Report on the Fund's Property and Infrastructure Investments -- as of March 31, 2023 -- Future Investments (beings on page 12) -- Property -- ""The Fund making new investments in one or two more residential property funds, managed by the Fund’s current residential property managers, Hearthstone and Allianz, subject to due diligence"" -- ""The Fund will invest in the Border to Coast UK and Global Funds subject to due diligence"" -- ""the Fund will also considers exiting the abrdn European Property Growth Fund"" -- logged as a program review and evaluation of a manager for each strategy and as an overall portfolio review and strategic plan"
827787,Lincolnshire,2023-09-21T16:00:00,14,,Institutional Investor,Lincolnshire (Institutional Investor),Real Assets: Real Estate,"Annual Report on the Fund's Property and Infrastructure Investments -- as of March 31, 2023 -- Future Investments (beings on page 12) -- Property -- ""The Fund making new investments in one or two more residential property funds, managed by the Fund’s current residential property managers, Hearthstone and Allianz, subject to due diligence"" -- ""The Fund will invest in the Border to Coast UK and Global Funds subject to due diligence"" -- ""the Fund will also considers exiting the abrdn European Property Growth Fund"" -- logged as a program review and evaluation of a manager for each strategy and as an overall portfolio review and strategic plan"
827786,Lincolnshire,2023-09-21T16:00:00,14,,Institutional Investor,Lincolnshire (Institutional Investor),Real Assets: Infrastructure,"Annual Report on the Fund's Property and Infrastructure Investments -- as of March 31, 2023 -- Future Investments (beings on page 12) -- Property -- ""The Fund making new investments in one or two more residential property funds, managed by the Fund’s current residential property managers, Hearthstone and Allianz, subject to due diligence"" -- ""The Fund will invest in the Border to Coast UK and Global Funds subject to due diligence"" -- ""the Fund will also considers exiting the abrdn European Property Growth Fund"" -- logged as a program review and evaluation of a manager for each strategy and as an overall portfolio review and strategic plan"
827785,Lincolnshire,2023-09-21T16:00:00,2,,Institutional Investor,Lincolnshire (Institutional Investor),Real Assets: Real Estate,UK Balanced Property Allocation at 31 March 2023
827784,Lincolnshire,2023-09-21T16:00:00,6,,Institutional Investor,Lincolnshire (Institutional Investor),Multiple Asset Classes,Investment Pooling Consultation Update
827783,Lincolnshire,2023-09-21T16:00:00,10,,Institutional Investor,Lincolnshire (Institutional Investor),Multiple Asset Classes,Local Government Pension Scheme: Next Steps on Investments - Response
827781,Falkirk,2023-09-21T16:00:00,11,,Institutional Investor,Falkirk (Institutional Investor),Multiple Asset Classes,"Investment Review -- data as of June 30, 2023 "
827296,University of Maine System Pension Plan,2023-09-21T16:00:00,66,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,Second Quarter 2023 Supplemental Performance -- logged for each University of Maine pool
827295,University of Maine System Operating Fund,2023-09-21T16:00:00,66,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,Second Quarter 2023 Supplemental Performance -- logged for each University of Maine pool
827294,University of Maine System Managed Investment Pool,2023-09-21T16:00:00,66,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,Second Quarter 2023 Supplemental Performance -- logged for each University of Maine pool
827293,University of Maine System Pension Plan,2023-09-21T16:00:00,27,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,Investment Committee Meeting Materials -- logged for each University of Maine pool
827292,University of Maine System Operating Fund,2023-09-21T16:00:00,27,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,Investment Committee Meeting Materials -- logged for each University of Maine pool
827291,University of Maine System Managed Investment Pool,2023-09-21T16:00:00,27,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,Investment Committee Meeting Materials -- logged for each University of Maine pool
827290,University of Maine System Defined Contribution Plan - DC Plan,2023-09-21T16:00:00,86,Captrust,Consultant,Captrust (Consultant),Multiple Asset Classes,Defined Contribution Quarterly Review -- 2nd Quarter 2023
827287,University of Maine System Managed Investment Pool,2023-09-21T16:00:00,1,,Institutional Investor,University of Maine System Managed Investment Pool (Institutional Investor),Multiple Asset Classes,FY24 Investment Committee Work Plan
650754,Fort Pierce Police Officers' Pension Fund,2023-09-21T16:00:00,41,,Institutional Investor,Fort Pierce Police Officers' Pension Fund (Institutional Investor),Multiple Asset Classes,Consolidated Board Meeting minutes
625156,Fort Pierce Police Officers' Pension Fund,2023-09-21T16:00:00,3,,Institutional Investor,Fort Pierce Police Officers' Pension Fund (Institutional Investor),Multiple Asset Classes,Board Meeting minutes
622686,St Lucie County Fire District Firefighters' Pension Fund,2023-09-21T16:00:00,135,,Institutional Investor,St Lucie County Fire District Firefighters' Pension Fund (Institutional Investor),Multiple Asset Classes,Consolidated Board Meeting Minutes
622685,St Lucie County Fire District Firefighters' Pension Fund,2023-09-21T16:00:00,5,,Institutional Investor,St Lucie County Fire District Firefighters' Pension Fund (Institutional Investor),Multiple Asset Classes,Board Meeting Minutes
440252,Missouri DOT & Patrol,2023-09-21T16:00:00,6,,Institutional Investor,Missouri DOT & Patrol (Institutional Investor),Multiple Asset Classes,Board Minutes
840780,Falkirk,2023-09-21T06:30:00,5,,Institutional Investor,Falkirk (Institutional Investor),Multiple Asset Classes,Minutes of Joint Meeting of the Pensions Committee and Board
831999,Imperial County,2023-09-20T18:00:00,5,Verus,Consultant,Verus (Consultant),Real Assets: Real Estate Core,"Period Ending: June 30, 2023"
831994,Imperial County,2023-09-20T18:00:00,5,Verus,Consultant,Verus (Consultant),Private Debt: Fund of Funds (PD),"Period Ending: June 30, 2023"
831991,Imperial County,2023-09-20T18:00:00,5,Verus,Consultant,Verus (Consultant),Real Assets: Real Estate Debt,"Period Ending: June 30, 2023"
831990,Imperial County,2023-09-20T18:00:00,5,Verus,Consultant,Verus (Consultant),Private Debt: Mezzanine Business Services,"Period Ending: June 30, 2023"
831980,Imperial County,2023-09-20T18:00:00,5,Verus,Consultant,Verus (Consultant),Private Equity: Fund of Funds (PE) Venture Capital,"Period Ending: June 30, 2023"
831977,Imperial County,2023-09-20T18:00:00,5,Verus,Consultant,Verus (Consultant),Private Equity: Fund of Funds (PE),"Period Ending: June 30, 2023"
831973,Imperial County,2023-09-20T18:00:00,5,Verus,Consultant,Verus (Consultant),Private Debt: Fund of Funds (PD),"Period Ending: June 30, 2023"
831969,Imperial County,2023-09-20T18:00:00,5,Verus,Consultant,Verus (Consultant),Private Equity: Fund of Funds (PE) Buyout,"Period Ending: June 30, 2023"
831962,Imperial County,2023-09-20T18:00:00,5,Verus,Consultant,Verus (Consultant),Private Equity: Buyout,"Period Ending: June 30, 2023"
831959,Imperial County,2023-09-20T18:00:00,5,Verus,Consultant,Verus (Consultant),Equity: Global Emg Mkts All Cap Value,"Period Ending: June 30, 2023"
